username,review,tahun,aplikasi,clean_text,sentiment_score,label
Rebecca Viona,dulu saya download dan jadi pake mandiri sampe sekarang karena trejo pernah diundang muehehe😁🙏,2025,livin,download pakai mandiri trejo undang muehehe,0,netral
nauli fajarillah,"sebenarnya bagus sekali aplikasi ini. tpi kenapa ditengah malem selalu aja maintance. haduuh, memangnya bank plat merah gk ada midal buat pemeliharaan dengan waktu cepat??",2025,livin,bagus aplikasi tengah malem maintance haduuh memang bank plat merah tidak midal pelihara cepat,2,positif
Adi Hanif,"loading screen awal untuk buka app sangat lama. terjadi di app livin bukan milik saya saja tapi teman2 di kantor juga mengeluhkan hal yang sama. Mohon di perbaiki karena untuk pembayaran qris jadi terkendala. (Sudah update app terbaru, internet lancar, dengan hp keluaran terbaru.)",2025,livin,loading screen buka aplikasi sangat lama aplikasi livin milik teman kantor keluh mohon baik bayar qris kendala update aplikasi baru internet lancar handphone keluar baru,-1,negatif
Fredy Rahmanto,kenapa bayar v/a sekarang dikenakan biaya .. padahal bulan lalu gak kena ? mana biaya admin naik pula kartu atmnya ..hadeh ya kali sini pembisnis ..cuman penerima upah geh. gak bisa sampe nol saldo juga paling tidak 50rblah min²nya untuk ditinggalin dikartu atmnya maupun mbankingnya juga.,2025,livin,bayar va kena biaya tidak kena biaya kartu atmnya hadeh bisnis cuman terima upah geh tidak bisa nol saldo tidak rblah min ditinggalin kartu atmnya mbankingnya,0,netral
Adi Yuswardi,is the best,2025,livin,is the best,0,netral
Agus Supriyatna,baik,2025,livin,,0,netral
Wens Humoen,mantap,2025,livin,mantap,1,positif
Janah 0105,hebat,2025,livin,hebat,0,netral
Ajattasatru S.R,"Mengapa saat ingin bertransaksi, selalu mempermasalahkan waktu, apakah tidak ada solusi selain mengahpus, dan menginstal ulang?",2025,livin,transaksi masalah tidak solusi mengahpus menginstal ulang,-1,negatif
Abdul Halim,"tolonglah saat kita lupa password jangan di persulit,harus isi nomor kartu sedangkan lupa ,kartu fisik tidak ada / belum di kirim saya saranin saat lupa password ya kode otp dikirim ke email yg terdaftar di aplikasi,jangan di persulit satu lagi aplikasi lemot sekali",2025,livin,tolong lupa password persulitharus isi nomor kartu lupa kartu fisik tidak kirim saranin lupa password kode one time password kirim email daftar aplikasijangan sulit aplikasi lama,-2,negatif
Wahyudi Abimanyu,sangat membantu,2025,livin,sangat bantu,0,netral
tomi silalahi,kok jadi nggak bisa isi pulsa aneh banget ya livin sekarang.,2025,livin,tidak bisa isi pulsa aneh banget livin,0,netral
Faisal Danu Erlangga,"mohon untuk pengisian nomor npwp tidak harus 16 digit, karena tidak bisa input kalau dibawah 16 digit.",2025,livin,mohon isi nomor npwp tidak digit tidak bisa input bawah digit,0,netral
Andreas Aleksi,kenapa hape saya tidak support ke Livin ya padahal update android 14??ada yg bisa bantu jawab??,2025,livin,hape tidak support livin update android bisa bantu,0,netral
Sepia Elita Tada,kenapa hari ini enggak bisa login,2025,livin,bisa login,0,netral
Budak baonk,"kenapa sekarang apknya susah kebuka,padahal jaringan bagus",2025,livin,apknya susah kebukapadahal jaring bagus,0,netral
Sugeng Rianto,mudahan sgat mambantu,2025,livin,mudah sgat mambantu,1,positif
N Saifullah,oke,2025,livin,oke,0,netral
Askirman Askirman,seumpama bulan purnama tapi juga terkadang agak redup tergantung naluri saat di pakai yang penting rejekiku lancar okk..,2025,livin,umpama purnama terkadang redup gantung naluri pakai rejekiku lancar okk,1,positif
Tasirin,sangat membantu,2025,livin,sangat bantu,0,netral
Reno Septa,baguss,2025,livin,baguss,0,netral
Siti Khoiriyah ALKA,Untuk update apk Livin ini berapa bulan ya? sepertinya belum ada 1 tahun dah minta upgrade lagi 🤔,2025,livin,update aplikasi livin upgrade,0,netral
rama salehudin,"mohon maaf, top up pulsa yang tertunda saldo yg hilang nya apakah akan kembali otomatis?",2025,livin,mohon maaf top up pulsa tunda saldo hilang otomatis,1,positif
Black,good,2025,livin,good,0,netral
Erwan Nu,cukup baik,2025,livin,,0,netral
harippin muhammad,"loading masuk pas buka apk lama banget, padahal koneksi internet bagus",2025,livin,loading masuk cocok buka aplikasi lama banget koneksi internet bagus,-1,negatif
Mudaim Daim,kok gk bs kirim ke dana min,2025,livin,tidak bs kirim dana,0,netral
Robi Daniel,mantasi cuman kadang TDK bisa krm pulsa,2025,livin,mantasi cuman kadang tidak bisa krm pulsa,0,netral
Gabean Nambela,"Aplikasi ini, sangan membantu & sangat mudah di mengerti.",2025,livin,aplikasi sangan bantu sangat mudah erti,1,positif
Diaz Ganteng,hebat,2025,livin,hebat,0,netral
Makassar Love,Kenapa aplikasi Livin saya tidak bisa login dan belum sempat login sudah keluar,2025,livin,aplikasi livin tidak bisa login login,0,netral
Fernando Tobing,"Bank Mandiri, is the best.",2025,livin,bank mandiri is the best,0,netral
Apriyanto Rendyi,bagus,2025,livin,bagus,1,positif
Andi Budi (abud),mantap,2025,livin,mantap,1,positif
Widartoto Handhy,bagus,2025,livin,bagus,1,positif
Cantika Dewi,kenapa saya tidak bisa melakukan transaksi transfer ya,2025,livin,tidak bisa transaksi transfer,0,netral
Firman Arsa,bagus membantu saya,2025,livin,bagus bantu,1,positif
Dicky Septian Nugraha,warisan ALM ayah adalah ATM mandiri 😭,2025,livin,waris alm ayah atm mandiri,0,netral
Choky'e darmadi,Livin saya tidak bisa kebuka kak,2025,livin,livin tidak bisa buka,0,netral
Samsul arifin Isul,bagus dan mantap.semuar lancar dan tak ada kendala,2025,livin,bagus mantapsemuar lancar kendala,1,positif
Ismail mail,mantap tapi tidak pernah memeriksakan saya paylater,2025,livin,mantap tidak periksa paylater,1,positif
Anselmus Bria,lovin by mandiri adalah aplikasi yg sangat bagus untuk di gunakan keuangan,2025,livin,lovin by mandiri aplikasi sangat bagus uang,1,positif
Sri Opung,niceeeeee,2025,livin,nicee,0,netral
Alfin Kaur,bermanfaat,2025,livin,manfaat,0,netral
Eko Semar,bagus,2025,livin,bagus,1,positif
Agung Dewata,God job,2025,livin,god job,0,netral
Faizul Farhan,"aplikasi binatang dah lama dari minggu lalu ga bisa login livin, rusak rusak, lebih baik BCA",2025,livin,aplikasi binatang lama minggu tidak bisa login livin rusak rusak bca,-1,negatif
Ammar Husein,saya sudah buka akun bank mandiri tapi tidak bisa di buka,2025,livin,buka akun bank mandiri tidak bisa buka,0,netral
Man Lower,bagai mana cara login ? tolong dijawab 😁,2025,livin,login tolong,0,netral
Syarifah,sangat bermanfaat,2025,livin,sangat manfaat,0,netral
MU ADIVIA,Tambahkan Fitur Cicil Emas Lebih Fleksibel Dan Modern,2025,livin,tambah fitur cicil emas fleksibel modern,0,netral
Zaki Hanung,mntp jos saya sering paki,2025,livin,mntp jos paki,0,netral
Eka Yudha,semakin hebat saja,2025,livin,hebat,0,netral
Mirda Sudrajat,mantap,2025,livin,mantap,1,positif
Dinandhiyaanpamungkas dinandhiyaanpamungkas,assalamualaikum pak dan Bu kartu kredit saya rusak ucapan terima kasih,2025,livin,assalamualaikum bu kartu kredit rusak ucap terima kasih,0,netral
Ruhimat Badranaya,"livin mandiri gk bisa dibuka, ribet",2025,livin,livin mandiri tidak bisa buka ribet,-1,negatif
Septian Nurcahyanto,terbaikk 👏👏👏,2025,livin,terbaikk,0,netral
Suli Harjanti,bagus,2025,livin,bagus,1,positif
wiyono huye,nice,2025,livin,nice,0,netral
BBK CHANNEL 92,semoga semakin ditingkatkan lagi,2025,livin,moga tingkat,0,netral
kmp_indramayu jabarindo,"Terimakasih banyak,sangat bermanfaat",2025,livin,terimakasih banyaksangat manfaat,0,netral
Non's Lyhta02,baguss nyaman,2025,livin,baguss nyaman,1,positif
Jessuz Ma,good job,2025,livin,good job,0,netral
Muh Sabri,aplikasi yg sangat membantu,2025,livin,aplikasi sangat bantu,0,netral
M Rizal Rizal,belum pernah dapat pinjaman,2025,livin,pinjam,0,netral
Samsul Arif,knp aplikasi livin kok g bisa dibuka ya,2025,livin,aplikasi livin tidak bisa buka,0,netral
Om akbar Akbar iribaram,mau bikin akun,2025,livin,akun,0,netral
Indahguru S. Pd,sangat baik,2025,livin,sangat,0,netral
Anne Eka Wijayanti,"Sangat memudahkan tpi sangat di sayangkan, update-an sekarang klo bukan app livin lama bgt. Padahal sinyal/wifi lancar2 aja, tolong dong solusinya. Udh nyaman nih pake livin mandiri",2025,livin,sangat mudah sangat sayang updatean aplikasi livin lama banget sinyalwifi lancar tolong solusi nyaman pakai livin mandiri,2,positif
dedi Kurwendi,tidak bisa aktivasi otp selalu kembali kemenu awal,2025,livin,tidak bisa aktivasi one time password menu,0,netral
Muslimin 84,mantap,2025,livin,mantap,1,positif
M.irham Irham,klu bisa livin mandiri harus ada live chat supaya klu ada kendala tdk harus ke bank mandiri terdekat lagi,2025,livin,bisa livin mandiri live chat kendala tidak bank mandiri dekat,-1,negatif
Siti Aisyah,selama ini lancar jaya..☺️membantu lalulintas keuangan saya..sangat membantu sekali..👍,2025,livin,lancar jayamembantu lalulintas uang sayasangat bantu,1,positif
Junaidi junet,mantap,2025,livin,mantap,1,positif
Irawan Lako,sangat bagus dan membantu banget,2025,livin,sangat bagus bantu banget,1,positif
dik dik,hp saya samsung note 9 knpa ko gak bisa yaa,2025,livin,handphone samsung note knpa tidak bisa,0,netral
Derit Susanto,sangat membantu,2025,livin,sangat bantu,0,netral
Dia Mond,bermanfaat,2025,livin,manfaat,0,netral
Endang Ahmad,ok,2025,livin,ok,0,netral
titis shu,memudahkan transaksi apapun,2025,livin,mudah transaksi apa,1,positif
Sutrisno No,pas butuh pas gak bisa dibuka ..,2025,livin,cocok butuh cocok tidak bisa buka,0,netral
Pcc Tofik,sukses selalluuu 👍👍👍,2025,livin,sukses selalluu,0,netral
Muksin Maulana,kok nggak bisa di buka,2025,livin,tidak bisa buka,0,netral
Tegar Jagat,sangat bagus,2025,livin,sangat bagus,1,positif
Chitaasmm3011,Puji Tuhan amanah dan gampang transaksi,2025,livin,puji tuhan amanah gampang transaksi,0,netral
asmaul Maul,sangat baik,2025,livin,sangat,0,netral
TRI SEPTIADI,mantap,2025,livin,mantap,1,positif
Rudi Ansyah,sangat menbantu,2025,livin,sangat menbantu,0,netral
herry priyanto,ok,2025,livin,ok,0,netral
Nike xft,baik,2025,livin,,0,netral
Keji Sitohang,"mudah , cepat dan praktis sangat up-to-date. semoga semakin berkembang dalam technology yg lebih canggih dan aman bagi konsumennya",2025,livin,mudah cepat praktis sangat uptodate moga kembang technology canggih aman konsumen,4,positif
Niho Lawolo,bagus,2025,livin,bagus,1,positif
MTs Raudlatus Syabab,mantap,2025,livin,mantap,1,positif
Suardy Van sidrap,sangat baik👌,2025,livin,sangat,0,netral
Ziyanul Haq,masih terlalu lama loadingnya.,2025,livin,lama loadingnya,-1,negatif
Nusantara Fighter,👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍,2025,livin,,0,netral
paska raharjanto,Apk Mangtap Banna ... 👍👍🏼,2025,livin,aplikasi mangtap banna,0,netral
Sangkoti Sihombing,harga murah dan aplikasi mudah,2025,livin,harga murah aplikasi mudah,1,positif
ahmad Rohani,ok,2025,livin,ok,0,netral
spandi bee,bos saya mau transper lewat kode QR kenapa gak bisa masuk sandi saya?,2025,livin,bos transper kode qr tidak bisa masuk sandi,0,netral
Fadly Ramadhan,terbsik,2025,livin,terbsik,0,netral
Agung Sucipto,kenapa tidak kompitible di vivo x300? sistem operasi tidak di dukung pesan nya sudah solve setelah sy hard reset,2025,livin,tidak kompitible vivo sistem operasi tidak dukung pesan solve hard reset,0,netral
Kadek Nonong,"Memudahkan pekerjaan untuk kirim uang, terima, dan pembayaran di berbagai e-commerce.",2025,livin,mudah kerja kirim uang terima bayar ecommerce,1,positif
Bella Cantika Suhantoro,Membantu kegiatan sehari²,2025,livin,bantu giat hari,0,netral
Hendarto Sumo,semoga amana,2025,livin,moga amana,0,netral
Dedyzulkhaidir,Bagus,2025,livin,bagus,1,positif
Makruf Yanto,baik,2025,livin,,0,netral
Budi Xtiawan,mantap,2025,livin,mantap,1,positif
Andiirawan,"hanya sekedar pemberi Tahuan ada penipuan,mengatas namakan bank BRI",2025,livin,dar beri tahu penipuanmengatas nama bank bri,0,netral
Putri Dwina Agustin,semua transaksi sangat dipermudah,2025,livin,transaksi sangat mudah,1,positif
A.zalukhu Zalukhu,sangat mendukung pengguna,2025,livin,sangat dukung guna,0,netral
Firmansyah Lucky,sangat memudahkan transaksi,2025,livin,sangat mudah transaksi,1,positif
Ratna s Souno,baguss,2025,livin,baguss,0,netral
Apendi Rajes,mantul,2025,livin,mantap,1,positif
Wahyu din,terlalu banyak iklan,2025,livin,iklan,0,netral
Apip Nur,terimakasih ini sangat bermanfaat,2025,livin,terimakasih sangat manfaat,0,netral
Reza,bagus,2025,livin,bagus,1,positif
Duana Priska,Ada masalah apa dengan livin sering ganguan,2025,livin,livin ganguan,0,netral
Atik Nurul Aeni,"mandiri,livin is okey...",2025,livin,mandirilivin is okey,0,netral
Risman Lesmana,mantap,2025,livin,mantap,1,positif
azahra mel,top markotop,2025,livin,top markotop,1,positif
MUKHAMMAD FARUKH AAFANDI,aplikasi yang sangat berguna pakek banget,2025,livin,aplikasi sangat guna pakek banget,0,netral
Acong Riyadi,sangat berguna,2025,livin,sangat guna,0,netral
Yara randi aisyah,luar biasa,2025,livin,,0,netral
Tulus Wiranto,ok,2025,livin,ok,0,netral
andi boy,sangat membantu untuk keperluan yg urgen apalagi aplikasi transaksi tanpa kartu,2025,livin,sangat bantu perlu urgen aplikasi transaksi kartu,0,netral
Mansur Wibisono,sangat bagus ...gampang untuk transaksi,2025,livin,sangat bagus gampang transaksi,1,positif
Aryandho Land,"mohon maaf hanya sekedar bertanya, kenapa ya aplikasi sudah di update ke versi terbaru tapi fitur fitur terbarunya belum muncul contohnya yang lagi ramai sekarang fitur pinjaman KSM. padahal kita nasabah yang sumber gajinya dari rekening Bank Mandiri. mohon penjelasannya dari pihak Bank Mandiri. salam santun, 🙏",2025,livin,mohon maaf dar aplikasi update versi baru fitur fitur baru muncul contoh ramai fitur pinjam ksm nasabah sumber gaji rekening bank mandiri mohon jelas bank mandiri salam santun,0,netral
mustakim afandy,oke sekali,2025,livin,oke,0,netral
susanto aja,"kok, gk bisa di buka sih,",2025,livin,tidak bisa buka,0,netral
Aris Abate,kenapa ko paylater saya ga aktif,2025,livin,paylater tidak aktif,0,netral
Yogie ogie,Terimakasih Licin by mandiri,2025,livin,terimakasih licin by mandiri,0,netral
Juli Darmanto,Semakin memudahkan,2025,livin,mudah,1,positif
Tri Sapto,Simple dan memudahkan pelayanan bagus.,2025,livin,simple mudah layan bagus,2,positif
San Goreng,andalan ku ini,2025,livin,andal ku,0,netral
feri syaefudin,"saya hapus bintang 1 dan ganti dengan bintang 5, karna sudah tidak pernah minta update lagi, performa juga sangat bagus.",2025,livin,hapus bintang ganti bintang tidak update performa sangat bagus,1,positif
Amet Tema,ok,2025,livin,ok,0,netral
Hasmoko Azh,terima kasih ..pelayanan yg bain ...mandiri pahlawan repolusi,2025,livin,terima kasih layan bain mandiri pahlawan repolusi,0,netral
Yudi gendut,sagat membatu,2025,livin,sagat batu,0,netral
Alfa Aliyosa,"komplit,mudah",2025,livin,komplitmudah,0,netral
Rudi Rosali,kenapa yah harus update2 terus ini livin mandiri jadi jika hpnya sudah ketinggalan m banking ga bisa digunakan lg di hp yang sebelumnya jadi ga nyaman,2025,livin,update livin mandiri hpnya tinggal m banking tidak bisa handphone tidak nyaman,1,positif
Hh Hh,ok,2025,livin,ok,0,netral
Reka Hati,sangat perktis dan mempermudah transaksi,2025,livin,sangat perktis mudah transaksi,1,positif
Elmira Ramadhanita,baik digunakan,2025,livin,,0,netral
kapten _96,terbaik,2025,livin,baik,1,positif
ningsih ning,untuk mengajukan pinjaman on line menu di aplikasi tidak ad?,2025,livin,aju pinjam on line menu aplikasi tidak ad,0,netral
MRM Tomadola,baik,2025,livin,,0,netral
Ririn Syarifah,good,2025,livin,good,0,netral
Dwi Widiarto,praktis dan mudah digunakan,2025,livin,praktis mudah,2,positif
Mjex Adpl,sangat memuaskan pelayanan livin...sangat memper mudah dalam ber transaksi..,2025,livin,sangat muas layan livinsangat memper mudah ber transaksi,1,positif
Felix Nawer,"dari semua Apk sejenis ini, Cuman ini aja Yang Bagus",2025,livin,aplikasi jenis cuman bagus,1,positif
Nur Pahmi,bagus,2025,livin,bagus,1,positif
La Bonte,ok,2025,livin,ok,0,netral
Adin Pokémon,semoga ke depan ada fitur buat pinjam uang juga,2025,livin,moga fitur pinjam uang,0,netral
Eko Suryo Wijayanto,"Seriap ada transaksi masuk, knp tdk ada notifikasi dr aplikasinya ?",2025,livin,seriap transaksi masuk tidak notifikasi aplikasi,0,netral
Dae Amir,mantap,2025,livin,mantap,1,positif
Haerul Saleh,memudahkan,2025,livin,mudah,1,positif
lusi anagultom,keren..smua jd gampang,2025,livin,kerensmua gampang,0,netral
Virgi samsung,"sudah bagus, lancar di hp saya, tapi bakal lebih bagus kalau ada tabungan emas dan sebagainya, mohon dipertimbangkan",2025,livin,bagus lancar handphone bagus tabung emas mohon timbang,3,positif
ghalib naufal,aplikasi mudah digunakan,2025,livin,aplikasi mudah,1,positif
Maria godalifa sirken Nona,sangat membantu,2025,livin,sangat bantu,0,netral
Azzam AAY,livin mandiri sangat membantu dalam setiap langkahku,2025,livin,livin mandiri sangat bantu langkah,0,netral
Saffanah Naimy,dari tahun 2023 pake apk ini sangat amat safety,2025,livin,pakai aplikasi sangat safety,0,netral
Rahman Cek,"livin saya tidak bisa di buka fitur sedang di perbaiki atau apalah itu,,enta kenapa saya dah bosen",2025,livin,livin tidak bisa buka fitur baik apa ituenta bosen,1,positif
sadam saut gultom,lancar dan aman,2025,livin,lancar aman,2,positif
Ros Res,👍👍👍👍👍,2025,livin,,0,netral
Aisyah Aisyah,bagus,2025,livin,bagus,1,positif
ecep r,Sangat membantu,2025,livin,sangat bantu,0,netral
wahyu new,bagus,2025,livin,bagus,1,positif
Ko Ti,bagus,2025,livin,bagus,1,positif
Bang ayoung,keren,2025,livin,keren,0,netral
Enjang RF,"aplikasi menarik, fitur bermanfaat",2025,livin,aplikasi tarik fitur manfaat,0,netral
Nur Sodik,terimakasih Livin memudahkan transaksi,2025,livin,terimakasih livin mudah transaksi,1,positif
christina indraswari,mempermudah transaksi,2025,livin,mudah transaksi,1,positif
